t,value
0,0.2
1,0.6240000000000001
2,0.9150335999999998
3,0.30321373239705673
4,0.8239731430433209
5,0.5656614700878645
6,0.9581854282490118
7,0.1562578420270518
8,0.5141811824451928
9,0.9742156868513789
10,0.09796598114189214
11,0.34463772595511444
12,0.8808639988340473
13,0.40927619612934135
14,0.9428998465038291
15,0.20997493127085012
16,0.6469532920837424
17,0.8907784467884261
18,0.3794396015499384
19,0.9183142422696933
20,0.2925514593858962
21,0.8071639016886062
22,0.6070363162477859
23,0.9303185853160055
24,0.2528210690133635
25,0.7367200466975841
26,0.7564581160168251
27,0.7184940154434927
28,0.7888154243399773
29,0.6496840375869435
30,0.8876192866775149
31,0.38903002552289667
32,0.9269740925817491
33,0.2640031846295685
34,0.7577914622265565
35,0.7158198918120663
36,0.7933449197630892
37,0.6394001563918285
38,0.8992136259519417
39,0.35345107533178255
40,0.8912413094464976
41,0.37802792735210067
42,0.9169789726265047
43,0.29690129191064396
44,0.8141285676124946
45,0.5901606477379173
46,0.9432971246379688
47,0.20860187122206578
48,0.643839809124402
49,0.8943094263131167
50,0.36862829765042104
51,0.9076917557049171
52,0.3267709860879445
53,0.8579676640823218
54,0.4752506907386394
55,0.9726111395952336
56,0.10389097184892901
57,0.3630807874871348
58,0.9018872040549417
59,0.3450980333459164
60,0.8814209848341189
61,0.40762032607986626
62,0.9417173838009979
63,0.21405443610720748
64,0.6561170245111284
65,0.8799471511653877
66,0.41199663305309353
67,0.9447960888834317
68,0.2034101133246091
69,0.6319343125753272
70,0.9071140149445758
71,0.3286068974592602
72,0.8604351771656918
73,0.4683372839399917
74,0.9710901424056427
75,0.10948890314010189
76,0.38025422459418917
77,0.9190777021625984
78,0.2900581302454541
79,0.8031052041634646
80,0.6166962173151952
81,0.9218897721708665
82,0.2808351785366959
83,0.7876704460285364
84,0.6522582864787974
85,0.8845879153743078
86,0.39815932785737257
87,0.9345510622403977
88,0.23854495979239365
89,0.7084009216051519
90,0.805619317909081
91,0.6107276468310734
92,0.927183614086287
93,0.26330522343909496
94,0.7565047727202547
95,0.7184006761297488
96,0.7889744641976674
97,0.6493256602625171
98,0.8880372040299368
99,0.3877658003256539
100,0.9258735892514901
101,0.26766357531440704
102,0.7644771644808316
103,0.7022021349258988
104,0.8155457568624936
105,0.5866804137716966
106,0.9456973728866331
107,0.20028002202761863
108,0.6246549457365174
109,0.9143984635633611
110,0.3052682622456702
111,0.8271102462135979
112,0.5576956586061096
113,0.9620177228142283
114,0.14250453284166428
115,0.4765682647488489
116,0.9728587197541677
117,0.10297806149455298
118,0.36025696334697044
119,0.8988403464572612
120,0.35461287434762223
121,0.8925640764087049
122,0.3739844390621838
123,0.9130683057659573
124,0.30956084160940217
125,0.833558415110775
126,0.5410812564642729
127,0.9684180884325349
128,0.11927952827391884
129,0.4097024973938139
130,0.9432008079900347
131,0.20893487080822354
132,0.6445962532174405
133,0.8934585018663636
134,0.3712425885053995
135,0.9103439630423193
136,0.31830954477942225
137,0.846255456078783
138,0.5074179206291284
139,0.9747854003688058
140,0.09585741202686789
141,0.33800819748687877
142,0.8726587580823448
143,0.4333892550956451
144,0.957695733786819
145,0.15800699956604655
146,0.5188590718513094
147,0.9736129080947379
148,0.10019417181557692
149,0.35160566902409357
150,0.8891185778834312
151,0.3844882561493068
152,0.9229624444270302
153,0.2773008053568143
154,0.7815797679505783
155,0.6657800536955042
156,0.8678161978071914
157,0.44737385405957797
158,0.9641989061774838
159,0.1346255644641475
160,0.4543559352417429
161,0.9668748154741417
162,0.12490883603634605
163,0.42629581299392594
164,0.9538140019893172
165,0.17180612123391598
166,0.5549262339678445
167,0.9632341244062275
168,0.1381151693438235
169,0.46425354042970685
170,0.9700165434499388
171,0.11342935064514993
172,0.3921962189237413
173,0.929675544664082
174,0.25497781263873553
175,0.7408600980327354
176,0.7487470113850782
177,0.733687204875268
178,0.7620221320825797
179,0.7072431689657066
180,0.8074960487765012
181,0.6062401019486745
182,0.9309808588779475
183,0.2505964471952243
184,0.7324116846085863
185,0.7643407545438562
186,0.7024834654000206
187,0.8151017403344347
188,0.5877724836290209
189,0.9449543653586137
190,0.20286088971842206
191,0.6306625616501818
192,0.9084164504337485
193,0.32446441175888
194,0.8548303033172916
195,0.4839722778062595
196,0.9739981372729931
197,0.09877048686075782
198,0.34715802336558205
199,0.8838933876960878
200,0.40024088084456266
201,0.9361876607667919
202,0.23298726591969673
203,0.6969463793719488
204,0.8237272822438937
205,0.5662825222508313
206,0.9578658462518653
207,0.15739958066064658
208,0.5172373154071469
209,0.9738412123344627
210,0.0993505714242857
211,0.34897213798961907
212,0.8860432810966359
213,0.3937852819685607
214,0.9310018913266571
215,0.25052574172409336
216,0.7322741183849762
217,0.76459006232108
218,0.7019691857916154
219,0.8159129471636205
220,0.5857761382761425
221,0.9463055709994852
222,0.19816421544981155
223,0.6196911207433916
224,0.9191287388992444
225,0.28989129089204313
226,0.8028318883922531
227,0.6173421047538498
228,0.9213002387625525
229,0.28277382439260335
230,0.7909698756608394
231,0.644812472685871
232,0.893214456242955
233,0.3719913264660731
234,0.9110937400503297
235,0.31590755387658453
236,0.8428288879931598
237,0.5166265788737566
238,0.9739218718123236
239,0.09905243172982375
240,0.3480400852431062
241,0.8849419187976024
242,0.3970969046944382
243,0.9337027166084845
244,0.24141761906504036
245,0.714227093853029
246,0.7960163338112135
247,0.633259887456176
248,0.9057430293411525
249,0.33295311715015224
250,0.866171821827582
251,0.4520809679079312
252,0.9660446888171013
253,0.12792915729894788
254,0.43509682324574284
255,0.958571552824102
256,0.15487731066791813
257,0.5104722843019461
258,0.974572291919847
259,0.0966464449935799
260,0.340493047688363
261,0.8757743754405873
262,0.4242951131727224
263,0.9526482034308293
264,0.1759274553302859
265,0.565410244586055
266,0.9583138496224506
267,0.155798819452574
268,0.5129496345080572
269,0.9743459971678201
270,0.09748391238637893
271,0.34312511692767256
272,0.8790220571380699
273,0.4147348927910201
274,0.9466464598213005
275,0.19697706572348775
276,0.6168906950795648
277,0.9217126050748831
278,0.2814180670117273
279,0.78866556042733
280,0.6500215574703843
281,0.8872247759472247
282,0.39022219428122434
283,0.928000450149126
284,0.2605808972213674
285,0.7514461235762308
286,0.7284219030600989
287,0.7715113933893708
288,0.6874980967130732
289,0.8378934085430028
290,0.5297293734064465
291,0.9715530409917542
292,0.10778714517257298
293,0.3750593983816667
294,0.9141203996622708
295,0.3061667488758884
296,0.8284718159587626
297,0.5542144378709358
298,0.9635370994327199
299,0.13702009405305282
300,0.46115779272710694
301,0.9691160034432615
302,0.11672768372234511
303,0.40209909314312897
304,0.9376201085027488
305,0.22810569847276527
306,0.6866866063083669
307,0.8390776329977528
308,0.5266027993225008
309,0.9722399351660063
310,0.10525883017418418
311,0.3672996944937311
312,0.9063234527823173
313,0.3311148817043183
314,0.8637634855911889
315,0.4589368935471408
316,0.9684239030249205
317,0.11925828359210935
318,0.40963940700841617
319,0.9431563566134163
320,0.20908853001317798
321,0.6449450148574147
322,0.8930646764051369
323,0.3724506246338476
324,0.9115515116904469
325,0.314438877578701
326,0.8407115723984158
327,0.5222709352918165
328,0.9730656212207882
329,0.10221478027405996
330,0.3578909839735838
331,0.8962396074996148
332,0.3626772764493496
333,0.9014556314268635
334,0.3464501663830676
335,0.8830475495252282
336,0.40277084173059946
337,0.938131314050673
338,0.22635971142809927
339,0.6829718706341189
340,0.8444330487709398
341,0.512326912165986
342,0.9744073842221631
343,0.09725677180239113
344,0.3424117793497781
345,0.8781472155779583
346,0.4173182650674849
347,0.9483385497633422
348,0.19107092470480222
349,0.6027950231052907
350,0.9337894145766528
351,0.24112430082485498
352,0.7136351522686614
353,0.7970040846890688
354,0.6309754373442329
355,0.9080971957686991
356,0.325481047342324
357,0.8562182271367447
358,0.48012344115666283
359,0.9734591973933346
360,0.1007619147742716
361,0.3533749100906467
362,0.8911542237353888
363,0.37829365569046514
364,0.917231506443755
365,0.296079693119632
366,0.8128243829230845
367,0.5933495312502866
368,0.9410148735598718
369,0.21647293706598417
370,0.6614883778776415
371,0.8732938648607474
372,0.4315415927835715
373,0.9567224412774197
374,0.16147798537101635
375,0.5280710978849833
376,0.9719268525077736
377,0.10641167894021396
378,0.37084411074882123
379,0.9099431494597753
380,0.31959179542290134
381,0.8480662309129441
382,0.5025146057024227
383,0.9749753393568292
384,0.09515386531117315
385,0.3357884681873134
386,0.8698348339969509
387,0.4415665626935462
388,0.9616835802777556
389,0.14370825963746156
390,0.4799191634227906
391,0.9734273640092017
392,0.1008794709284654
393,0.35374093276726737
394,0.8915723124836228
395,0.37701738397528944
396,0.9160135770073026
397,0.30003754460779763
398,0.8190585640907337
399,0.5779863674534007
400,0.9512806933165504
401,0.18074836977496095
402,0.5775057467347542
403,0.9515721509700438
404,0.17972211062632318
405,0.5749460869555371
406,0.953094027795207
407,0.17435262770763305
408,0.5614197767843986
409,0.9602876829770431
410,0.1487274707085376
411,0.49376967964419693
412,0.9748486141222298
413,0.0956232952981711
414,0.3372699747085105
415,0.8717238615876616
416,0.43610334583279237
417,0.9590771485863215
418,0.15306786941882458
419,0.5055885774045844
420,0.9748781944301125
421,0.09551373177370553
422,0.33692434938382804
423,0.8712846954868375
424,0.43737593209926073
425,0.959705081866298
426,0.150817827054571
427,0.49948005937872314
428,0.9749989456808262
429,0.0950664062482036
430,0.33551226013989494
431,0.869480755399286
432,0.44258748841933454
433,0.9621448337045997
434,0.1420463954525768
435,0.47528994626687715
436,0.9726187116535742
437,0.10386305824017131
438,0.3629945411553634
439,0.9017950665624052
440,0.3453868254958384
441,0.8817695884520081
442,0.4065827271994189
443,0.9409655312557571
444,0.21664266095287882
445,0.6618636117917257
446,0.8728206675931763
447,0.4329185242799754
448,0.9574502948993727
449,0.15888298801626002
450,0.5211928181276115
451,0.9732483713932588
452,0.10154031799714987
453,0.35579653909093145
454,0.8939009112612023
455,0.36988408121961824
456,0.9089724059517547
457,0.3226921275631295
458,0.8523914816504508
459,0.4906989502747801
460,0.9746626128486351
461,0.09631207545845635
462,0.3394406323594298
463,0.8744606889051549
464,0.42813885061223944
465,0.9548603033138128
466,0.16809820743013834
467,0.5453806803467588
468,0.9669683160199346
469,0.1245683081506753
470,0.4252990745450994
471,0.9532371097711073
472,0.17384687707269952
473,0.5601341475785999
474,0.960897148750481
475,0.1465378912673401
476,0.48775169699201915
477,0.9744149183863562
478,0.0972288923286213
479,0.3423241958181656
480,0.878039529024886
481,0.4176358465291052
482,0.9485429702697892
483,0.1903558949040646
484,0.6010700598994155
485,0.9351608876685212
486,0.2364765071898241
487,0.7041659380747882
488,0.8124334519471628
489,0.5943028186070817
490,0.9403172157707633
491,0.2188709230339439
492,0.6667691241284319
493,0.8665334310259991
494,0.45104765136720565
495,0.9656543034969999
496,0.12934767157542332
497,0.4392057205904149
498,0.9605858168051702
499,0.14765675089586539
500,0.49083151576189277
501,0.9746721616974248
502,0.09627672174702596
503,0.3393293069270196
504,0.8743212207110477
505,0.4285461325290254
506,0.9550879448114175
507,0.167290353700549
508,0.5432867359112474
509,0.9676924081271848
510,0.12192886438275966
511,0.417542644011052
512,0.9484830593289164
513,0.190565487430405
514,0.6015761014801868
515,0.9347609528715385
516,0.23783336404710437
517,0.7069477544732533
518,0.8079732449820644
519,0.6050946734633478
520,0.9319249274775661
521,0.24741934239164728
522,0.7261917444683151
523,0.7754654494640837
524,0.6790632659910464
525,0.8499517524132171
526,0.49738170683338184
527,0.9749732637094851
528,0.09516155516852365
529,0.3358127509870835
530,0.8698659343201252
531,0.4414768434550534
532,0.9616426565772612
533,0.1438556247503265
534,0.480328617514277
535,0.9734908431732915
536,0.1006450435810774
537,0.35301091325619766
538,0.8907374126750696
539,0.3795646699103703
540,0.9184317919381876
541,0.29216785843204945
542,0.8065426236319895
543,0.6085233175975842
544,0.9290684891966942
545,0.25701090315601877
546,0.7447295653782906
547,0.7414190153360366
548,0.7476957502332963
549,0.7357225797338216
550,0.7582959750741652
551,0.7148044381158962
552,0.7950503081262851
553,0.6354867311308785
554,0.9034090481811292
555,0.3403184453978219
556,0.8755570243673434
557,0.4249319936485519
558,0.953022698247434
559,0.17460469600319592
560,0.562059794933627
561,0.959979469225905
562,0.14983366277355323
563,0.496795791466316
564,0.9749599588859236
565,0.09521084607481899
566,0.3359683893716908
567,0.8700651597872628
568,0.4409019322953477
569,0.9613789317349477
570,0.144804977269362
571,0.4829623337267881
572,0.9738678999190543
573,0.09925193236258999
574,0.3486638465110392
575,0.8856797377239463
576,0.3948794456458333
577,0.9319037093038636
578,0.24749082496929847
579,0.7263325544487268
580,0.7752169417071851
581,0.679596976489641
582,0.8492052115395394
583,0.4994173089111395
584,0.9749986758372702
585,0.0950674060160757
586,0.3355154178848563
587,0.8694848067609855
588,0.4425758125339091
589,0.9621396045060511
590,0.14206524519326372
591,0.4753425740756222
592,0.9726288442524569
593,0.10382570476428873
594,0.3628791183985012
595,0.9016716689324281
596,0.34577349447044764
597,0.8822353214693577
598,0.40519502018274545
599,0.9399468616272149
600,0.2201423598830206
601,0.6695508349458055
602,0.8628848060398029
603,0.4614270084272731
604,0.9691972848524082
605,0.1164302407597997
606,0.4012095352060176
607,0.9369377318565767
608,0.2304331320721181
609,0.6916014444906523
610,0.8318266572294724
611,0.5455751712524656
612,0.9668993246847029
613,0.12481958037497684
614,0.42603464564696697
615,0.953663592786178
616,0.1723384438633139
617,0.5562878280573327
618,0.9626435536090938
619,0.1402476749854032
620,0.47025523212170844
621,0.9715494702570797
622,0.10780027869104321
623,0.37509957656018883
624,0.914159548475768
625,0.3060402867847572
626,0.828280555632897
627,0.5547043194940899
628,0.9633290059718852
629,0.1377723056779086
630,0.4632852801177959
631,0.9697429144414881
632,0.11443221789486556
633,0.3952161930698575
634,0.9321793798403839
635,0.24656183619904656
636,0.7244994788038843
637,0.7784399376654587
638,0.6726376843401363
639,0.8587652967881343
640,0.4730211011000355
641,0.9721613421551675
642,0.10554830119950039
643,0.36819064352225966
644,0.9072425448252034
645,0.32819868776873956
646,0.8598888055509062
647,0.46987218579265394
648,0.9714600277632417
649,0.10812922466378513
650,0.37610545220583586
651,0.9151355500048304
652,0.3028836529765292
653,0.8234660683708783
654,0.5669418401894765
655,0.9575232811249816
656,0.15862254419166097
657,0.5204995873967195
658,0.9733610909746007
659,0.10112418245020975
660,0.35450252047854713
661,0.8924388854663271
662,0.3743677125783933
663,0.9134444605931377
664,0.30834834421891283
665,0.8317516070618339
666,0.5457693977263731
667,0.9668301327038837
668,0.12507154607872978
669,0.4267717523168032
670,0.9540867325908686
671,0.17084043321130096
672,0.5524505204067564
673,0.9642708773453358
674,0.13436495455106948
675,0.4536129528042782
676,0.9666081432246012
677,0.1258796786383112
678,0.42913254206248413
679,0.9554134332813503
680,0.16613455866888305
681,0.5402820816306362
682,0.9686716802080607
683,0.11835273906671775
684,0.4069469360662804
685,0.9412303964409336
686,0.21573137530064845
687,0.659846261145003
688,0.8753517739120577
689,0.4255330787021791
690,0.953373242766454
691,0.17336554069937699
692,0.5589087269898195
693,0.9614660713493116
694,0.14449135347438496
695,0.48209304875754866
696,0.9737494302790819
697,0.09968976150995676
698,0.35003168054417433
699,0.8872870623224222
700,0.39003405229490634
701,0.9278392123467503
702,0.2611190726761981
703,0.7524500199875899
704,0.7264490508922353
705,0.7750112266650226
706,0.6800384183119781
707,0.8485860549337126
708,0.5011022729924276
709,0.9749952614775756
710,0.0950800561380132
711,0.33555537234494126
712,0.8695360612980174
713,0.4424280876613569
714,0.9620733521477192
715,0.14230404721638268
716,0.4760090609126588
717,0.9727552958826592
718,0.10335947783810752
719,0.361437555098651
720,0.9001217505655463
721,0.35062008042501464
722,0.8879739945483066
723,0.38795710026149915
724,0.926040915610934
725,0.2671076390790482
726,0.7634684780761939
727,0.7042790081348351
728,0.8122533386582471
729,0.5947416247374344
730,0.9399936957142334
731,0.21998163615374924
732,0.669199892044588
733,0.8633484464751892
734,0.4601138351318597
735,0.968795466023235
736,0.117900163040626
737,0.40559888692291723
738,0.9402448764142505
739,0.21911935028490517
740,0.6673136364009422
741,0.8658239735897438
742,0.4530739993533406
743,0.9664120068069079
744,0.12659337563477643
745,0.4312132222326584
746,0.9565466788971069
747,0.16210400695328575
748,0.5297225617436018
749,0.9715546203612513
750,0.10778133606222907
751,0.3750416266695926
752,0.9141030792450123
753,0.30622269506321625
754,0.8285563887566032
755,0.5539977276881574
756,0.963628557077611
757,0.13668938814231646
758,0.46022105731522284
759,0.9688287793036368
760,0.11777834521698125
761,0.40523576579823023
762,0.9399769856729934
763,0.22003898310461567
764,0.6693251331737191
765,0.8631830971752389
766,0.46058234791218383
767,0.9689403699451472
768,0.11737022479926307
769,0.40401837500635074
770,0.939071357887956
771,0.22314373646146307
772,0.6760673764239727
773,0.8541010879407984
774,0.4859884361246575
775,0.9742343367032921
776,0.09789699617719556
777,0.34442137983504306
778,0.8806016424955154
779,0.41005531994589184
780,0.94344882266686
781,0.20807725253396533
782,0.6426463270963387
783,0.8956428989271048
784,0.3645201164613713
785,0.9034162845098025
786,0.3402956754299938
787,0.8755286619831887
788,0.42501507371355246
789,0.9530713172362824
790,0.17443288784134198
791,0.56162361637462
792,0.9601898666291632
793,0.14907861794214877
794,0.49473131609696963
795,0.9748917397827268
796,0.09546355839592607
797,0.3367660429158234
798,0.8710832334931006
799,0.4379592118991895
800,0.9599886683861383
801,0.1498006573297545
802,0.496705639533979
803,0.9749576740375676
804,0.09521931070401232
805,0.3359951149349538
806,0.8700993509317237
807,0.4408032347156755
808,0.961333397621503
809,0.14496883533210064
810,0.4834162012467642
811,0.9739274127137575
812,0.09903194916593072
813,0.3479760266202762
814,0.88486597491958
815,0.39732490726188485
816,0.9338855187917559
817,0.24079909067295463
818,0.7129780655557278
819,0.7980973400093463
820,0.6284381059294736
821,0.9106642464864724
822,0.3172840189650217
823,0.8447979940702591
824,0.5113459388119896
825,0.9744979517226509
826,0.0969216058629347
827,0.3413584519015501
828,0.8768481509460161
829,0.4211433374014178
830,0.9507483443788722
831,0.18262112715485185
832,0.5821555391790187
833,0.9486768227905984
834,0.18988752389308247
835,0.5999379834350623
836,0.9360483579210395
837,0.23346113526202372
838,0.697932430978344
839,0.822208735791312
840,0.5701079692610814
841,0.9558310033197402
842,0.1646505760088239
843,0.5364089789322669
844,0.9698301063871281
845,0.11411271741581366
846,0.3942549200451901
847,0.9313901144548683
848,0.24922001968740093
849,0.7297266657502085
850,0.7691800702688387
851,0.6924141501032458
852,0.8306094998761778
853,0.5487196985073319
854,0.9657429248116831
855,0.12902575915264966
856,0.43827463924815513
857,0.960140921376213
858,0.14925429665269413
859,0.4952120611752744
860,0.9749105950030617
861,0.09539371433996802
862,0.33654563905713114
863,0.8708024203661576
864,0.43877170369733737
865,0.9603792733543061
866,0.14839860619646844
867,0.4928681935141143
868,0.9748016356113666
869,0.09579728660100723
870,0.33781864927547767
871,0.8724191169609609
872,0.4340856051558708
873,0.9580556409540957
874,0.1567216161815171
875,0.5154238096915843
876,0.9740722137689314
877,0.09849659091567603
878,0.34630054872529736
879,0.8828682668436356
880,0.40330637195218744
881,0.93853633495031
882,0.2249749434205632
883,0.6800087511885625
884,0.8486277130325834
885,0.5009889990521156
886,0.9749961853354121
887,0.09507663327554666
888,0.33554456161408214
889,0.8695221942626526
890,0.4424680569945261
891,0.9620912945826582
892,0.14223937833659975
893,0.47582861658936787
894,0.9727214024736631
895,0.10348445500899872
896,0.36182414806390806
897,0.9005389923727674
898,0.349317210797132
899,0.8864493184483716
900,0.3925620046560774
901,0.9299826009102691
902,0.25394835536631705
903,0.7388884938749332
904,0.7524359212272475
905,0.7264768121291885
906,0.774962188914421
907,0.6801435992028219
908,0.848438306298387
909,0.5015039121452546
910,0.9749911791682114
911,0.09509518087832906
912,0.3356031410629831
913,0.8695973238094059
914,0.4422514911084081
915,0.9619939279111112
916,0.1425902812357258
917,0.4768073424380855
918,0.9729021924773416
919,0.10281771376548127
920,0.35976030285593125
921,0.8982980266452654
922,0.35629885968490116
923,0.8944649308613472
924,0.3681499314501552
925,0.9072006817512648
926,0.3283316586470902
927,0.8600669242508494
928,0.469372059236079
929,0.9713415240537907
930,0.10856495404033437
931,0.37743655869876236
932,0.9164149911399525
933,0.29873436510026175
934,0.8170193624127805
935,0.5830450230360371
936,0.9481037441808818
937,0.19189183435919174
938,0.6047704972352793
939,0.9321902573453821
940,0.24652516767735638
941,0.7244269865781301
942,0.7785668580122933
943,0.6723619719069194
944,0.8591362674973975
945,0.47198245133534733
946,0.9719385661706128
947,0.10636856006722187
948,0.37071172903614596
949,0.9098097176655906
950,0.32001838169671076
951,0.8486658065844234
952,0.5008854057434505
953,0.9749969426210109
954,0.09507382755269915
955,0.3355356999819972
956,0.8695108266763948
957,0.4425008209788166
958,0.9621059932063706
959,0.14218639906673977
960,0.47568076524997704
961,0.9726934418025758
962,0.10358754929965615
963,0.36214295882601505
964,0.9008822011751415
965,0.34824449704579613
966,0.8851840425601549
967,0.3963696880923654
968,0.9331169579703128
969,0.24339783280231495
970,0.7182057783788599
971,0.7893063293000958
972,0.6485772065249277
973,0.8889067734348711
974,0.3851309341482635
975,0.9235398810703628
976,0.2753944796573215
977,0.778254204903219
978,0.6730409300693421
979,0.8582216624308746
980,0.474541238204516
981,0.9724722206465791
982,0.10440300279743199
983,0.36466176163681446
984,0.9035658888233233
985,0.33982483617514
986,0.8749412758853492
987,0.4267342545861192
988,0.9540653091408987
989,0.17091631063564233
990,0.5526453090379374
991,0.9641910386015703
992,0.13465405075978237
993,0.4544371157576808
994,0.966903691960132
995,0.1248036754925927
996,0.425988100496916
997,0.9536367310545871
998,0.17243349332862193
999,0.5565307164577291
