t,y
0,0.0
1,-1.5399841062404955
2,0.5584480170545564
3,1.887323130034859
4,0.058823315374050944
5,-0.7551208545630773
6,-0.2211354259200992
7,-0.7720155071595624
8,-0.3623980560723763
9,-1.2805643163591047
10,0.6355108381346495
11,1.786200605936668
12,1.9949911823105504
13,3.223234152816473
14,3.546096664505224
15,2.477584868720941
16,2.850818679059252
17,1.8217723424184027
18,2.8358681752419947
19,2.718768629207343
20,2.490152539820614
21,1.81119248745255
22,3.1714953286360705
23,2.8826667808400543
24,2.3778056025089365
25,2.05011093151892
26,2.672397930768485
27,3.0033624089788664
28,3.3154225387790817
29,3.5831590340311483
30,5.50817482809538
31,4.500124846091689
32,3.5878571478018135
33,2.5565129899935735
34,3.1611898145703545
35,4.1579241443771755
36,3.7123918578468658
37,2.629757009314965
38,1.7793243917607326
39,2.574052301233287
40,3.302496012190072
41,3.685151078057253
42,2.782611155157108
43,2.958250247192406
44,2.983286006894653
45,3.1053174022447356
46,3.8556826997439786
47,3.808141708569865
48,4.225426929927787
49,3.947920613431121
50,3.947455889434881
51,4.289252937386445
52,2.47424653005349
53,2.1597260076854905
54,1.757408151855597
55,1.267048673241136
56,1.238496687366225
57,2.985738661127376
58,2.0227598132086575
59,3.086486205158407
60,1.2863191925109212
61,1.1941703240229622
62,1.6180893243233754
63,2.3806937908179786
64,3.115781612447238
65,3.7859725251577157
66,3.1800529478777353
67,2.5816905656376212
68,3.423328333767251
69,3.0473583421321857
70,1.6622003503678269
71,0.696473066290781
72,0.13772616703101337
73,1.1073416776785747
74,1.5282990782134251
75,2.4131246166385085
76,2.003247046974273
77,2.2611373286561327
78,2.9345002568922434
79,2.5382536657935564
80,2.987378170192257
81,2.227976595087154
82,1.9193274295046518
83,1.6537240496053924
84,0.6271395940952744
85,1.4886841560618014
86,1.2215449846467172
87,1.4897301064450614
88,2.1725307440619583
89,2.684555771279511
90,3.313029725996395
91,3.0519382962876924
92,2.5182523249860007
93,2.4348836490824013
94,0.760572485307891
95,-0.33865448417677446
96,-1.7549687155190474
97,-1.1462530844976722
98,0.129024843622971
99,-0.302259180461684
100,-0.8177107179470529
101,0.962770441375476
102,0.913952382038955
103,1.9686774740982504
104,1.1413242992687234
105,1.2076218815473487
106,0.5160754503272978
107,0.573827284361276
108,1.7993699649464163
109,0.2121755487647845
110,1.1041640825576848
111,1.6210668683784257
112,1.2027035390059462
113,0.016104976816302408
114,0.5850134891669114
115,0.43851808226972677
116,1.0834906771704853
117,1.3886446872598313
118,3.2126946411287802
119,2.83080008543
120,1.7411425757221353
121,2.0721896955340244
122,2.377748440398985
123,3.761386327559624
124,4.344220307962278
125,4.332247305519332
126,5.429100735635028
127,3.654517534185171
128,2.783862494598389
129,1.8005140542731866
130,1.5506014402627815
131,0.36379500465391645
132,1.4261869505375375
133,1.4187268633312569
134,0.16417519616234766
135,-0.3842389242776635
136,-0.10963836769427204
137,0.3600542414332355
138,2.7847742848383747
139,5.6416818938780295
140,5.42775494837842
141,3.8526658386708723
142,1.4500863902053887
143,1.9277805745081467
144,1.2292833642961913
145,1.0680694312572678
146,0.7423587459460064
147,0.9530961103404197
148,2.3284571190599794
149,2.519814262693328
150,2.3572165731159744
151,1.350119505666968
152,-0.09458734017078263
153,-0.9673904410391744
154,-0.36030446261048565
155,1.33999080610198
156,1.70226716635447
157,2.8445532441066335
158,2.2763469967461547
159,1.1361338309798992
160,0.4437903025515474
161,0.12980617750548473
162,2.7323146744395523
163,1.8644650603272561
164,2.83006125199815
165,1.8611218235114935
166,2.920470471683439
167,3.2213273434526144
168,2.9204239771040013
169,2.7955766555477672
170,2.0816736290088236
171,2.611411104689139
172,2.1341454034105314
173,0.9817105589611768
174,0.007430872849322201
175,0.6785326160015772
176,2.6219173492116967
177,2.7575254929427957
178,2.587382068244354
179,2.8557317941980265
180,4.090587177065246
181,3.9918522430160532
182,3.282554563579106
183,4.2323323609231736
184,4.314622327200152
185,5.487453853756114
186,5.073197520226798
187,3.334088984460939
188,1.7991119883230862
189,3.5902175228897186
190,5.095839739095072
191,4.397152577993458
192,3.6345347412587783
193,4.8690720852492255
194,3.2882119861558934
195,2.2358425699688884
196,2.9320008506641555
197,2.450995557671735
198,2.4556745794173165
199,2.3010967650093406
200,2.678451960806406
201,4.050243429958842
202,3.830779650868819
203,4.208562513971913
204,1.8166779101465078
205,1.9046239261870885
206,1.1804688706568
207,0.22556203610181202
208,-0.1977027380473011
209,-0.7945828930913519
210,0.5748191209742834
211,-0.3665374209601373
212,-0.3960610232135551
213,-0.9049572286908675
214,-0.6466816486237874
215,0.6320941550293616
216,1.5437907610274155
217,3.0724307162646762
218,2.8034388937618404
219,2.0468085033387693
220,1.913587985790516
221,2.273367179903634
222,2.4952671023766184
223,1.411825609667928
224,1.7199502693622166
225,2.1041885456286784
226,4.700824874036863
227,6.137504510511161
228,4.556760257850109
229,3.858024844730912
230,2.1229778739477263
231,1.607675285194695
232,2.1017452317460967
233,3.3872498062851113
234,2.4807160072844807
235,1.8304263657597881
236,-0.18294793713082425
237,-0.6260763331187428
238,-1.4371991452358146
239,-0.7419995983189108
240,-1.228460858503806
241,-0.3485703825517958
242,-2.188014314846272
243,-1.529442382421736
244,1.9351355885126453
245,0.7606858895360853
246,0.011763133174228502
247,2.3463240348606966
248,5.282126397128964
249,3.55413448887783
250,2.975058634314234
251,3.2216024583918967
252,4.80597961111911
253,3.3579266104670507
254,2.9410634424315307
255,3.630188330006969
256,3.838916738472194
257,3.194977319547656
258,2.9221588911220837
259,1.462831304527685
260,1.4320912996474828
261,1.3792855497090313
262,1.835598329393481
263,1.4131514446957687
264,2.102059678301754
265,3.194363560461232
266,3.210920176037452
267,3.420492549229165
268,3.2895493869611996
269,3.131723902660374
270,2.283821088585452
271,2.6435511325416696
272,2.5175543076198466
273,4.607211755026472
274,5.75912430649642
275,5.493145997753637
276,4.131459588508143
277,2.692756198823097
278,3.845347912147343
279,3.8390275548650132
280,4.051365447283621
281,1.9965063708527044
282,3.0246435782403442
283,3.3741352008066388
284,2.088877476230833
285,1.6995771735347176
286,2.1233789431842935
287,2.2511699529036786
288,2.008764776519388
289,2.0035235531495497
290,1.8508414643127544
291,2.1332356835526722
292,3.678080519835295
293,0.8758059749369385
294,0.9637945154398665
295,1.44754803372434
296,1.9540324166665717
297,1.6913113520119676
298,0.09632729913099158
299,0.905057323018903
300,2.9513960725793074
301,1.3272554531473084
302,2.425632376216035
303,2.111980677849934
304,2.1282601964511
305,1.149709646456931
306,1.0853115448096684
307,2.668293830546693
308,3.2172903064250615
309,4.806143850549994
310,5.522326969417688
311,5.356948254463727
312,6.529493129738774
313,6.162587662529319
314,6.258058306820515
315,5.209875691921704
316,4.734446369396569
317,3.590133272216978
318,4.361690552368436
319,2.811048818779883
320,3.531189397441568
321,3.134300460448095
322,4.178687461825795
323,4.593818958191896
324,5.9957013242003185
325,6.027335750498899
326,3.7498283447458793
327,3.432909502898503
328,2.0743204097239865
329,1.6411764854129145
330,3.3241696216070533
331,3.796869508183339
332,2.838565177967925
333,1.757134775933941
334,1.9384899136234137
335,0.834231781517603
336,0.4962451478175014
337,1.209005589805245
338,2.622516507950892
339,3.2067746785851536
340,0.7741302342700229
341,1.4236709164462782
342,1.7109703063896005
343,2.2826665304843736
344,3.9423429060387063
345,1.5906360480262225
346,1.1814054132298726
347,2.036030653377253
348,0.5472301232478602
349,2.413733146651797
350,2.7993431300220966
351,3.5860584898610814
352,2.7979031303670707
353,3.5520861942598674
354,4.410140511396932
355,4.260990429254714
356,4.1431932361024675
357,4.0848978281637
358,2.9045729977915786
359,2.67612971799291
360,2.488381241941969
361,2.8740988579070708
362,3.7991033332359514
363,2.480746584610352
364,2.3595882373687043
365,3.8691261375539368
366,2.8517126812305857
367,1.9591201276941486
368,2.2696022939865124
369,3.16006702567453
370,3.0394796761002834
371,4.260544331317216
372,4.7652294476203
373,5.154003624986302
374,5.1773194013131345
375,6.969508621396593
376,5.870445208251231
377,3.1928338745344704
378,4.658521461144717
379,3.7691177379589487
380,3.6231746347101925
381,4.708090392628681
382,2.6642127730440195
383,1.3797230043290762
384,0.0025004663444072595
385,-0.29213591694989804
386,-0.0019362105930268436
387,0.024575084931376334
388,0.7959342472736548
389,-0.2760184860734427
390,-2.7548997394179553
391,0.10533353327397332
392,0.11249079298084286
393,1.049378406101286
394,2.041456351102299
395,2.271406512940521
396,3.077258295728271
397,3.1910180106976855
398,3.5828791141596152
399,2.66163002845781
400,2.44969260893479
401,2.6565301838047897
402,3.4457526224612507
403,2.8628609257444286
404,3.3114559963276555
405,2.8833260051467455
406,2.6891186367892663
407,3.4808139514554863
408,1.2915907901102333
409,0.23680030401342567
410,-0.7927451542320803
411,-2.675067089001889
412,-0.6432510223547989
413,0.3780841041987002
414,0.5175832169763854
415,1.1118566555229605
416,2.4787028211291613
417,3.810648389171021
418,3.4793807766106775
419,4.63709051085794
420,4.301799067120461
421,3.104041029868907
422,2.3888324716963902
423,0.9305294647920961
424,0.3562897181000245
425,0.42701508640559055
426,1.645197088503074
427,3.536927501968443
428,1.9473604861977145
429,2.4507158572180905
430,1.4200287466169383
431,2.1107200857567525
432,2.0574894179176755
433,0.3150857084866101
434,1.6803655583577726
435,1.239291733877487
436,0.957533148728435
437,0.1962741076930581
438,0.0027360094668910095
439,0.93007924826843
440,1.0548190576783385
441,1.6725172484251518
442,2.199935652668965
443,3.580610177663339
444,3.021701991266292
445,1.440503776167302
446,2.7196254375058246
447,2.344212177907405
448,3.489962186903301
449,3.6753468627051116
450,3.3091399599607443
451,3.4960878620148907
452,5.247882849738213
453,6.775286808844324
454,5.989610582208239
455,5.451879059083667
456,5.93774340473332
457,4.404533691019309
458,4.356697325433704
459,3.9594950123931065
460,3.981504221372039
461,2.851834571148226
462,1.1919001636096116
463,-0.6194633051036025
464,-1.4934914519688873
465,-0.6599769945455556
466,-0.6611961877396506
467,1.569470399977447
468,2.861569689889256
469,1.8271646355697777
470,2.3094401609067794
471,1.9404738923750984
472,1.7680152758599839
473,2.099737870103369
474,2.7989614130580884
475,2.3999106465624553
476,3.483780049984323
477,2.1450858138450544
478,2.222407713438312
479,4.875599897346483
480,4.623559660502462
481,5.632062235008142
482,5.097169966179722
483,5.1585130682735745
484,4.570027260226168
485,3.9856142270167303
486,2.909008984887965
487,3.2575085468679252
488,2.2544696483085724
489,2.9691609549602873
490,3.96061576841414
491,4.0350240219685425
492,3.4417704840191425
493,3.70738196652401
494,3.157232517672796
495,3.9613331396033864
496,1.8376604274675858
497,1.6345209738554225
498,-0.18319521603965971
499,-1.958421787019273
500,1.255546587217764
501,2.399622251745897
502,1.7002175681119271
503,0.3576705984486448
504,-2.1783923590827357
505,-0.6078170361160874
506,2.04197841947062
507,2.5684670070401436
508,1.9952013195826255
509,2.561241265166407
510,0.9880346591386826
511,0.9931043646133106
512,1.393960964706387
513,1.5290681199440612
514,2.5140606176453297
515,2.8558937203523165
516,3.45304099438985
517,2.574060513281121
518,3.457063819035445
519,4.894588002852347
520,3.445520882630465
521,2.368721050389812
522,3.730761176632083
523,3.2932649546106063
524,4.538433355755042
525,3.6882109727118504
526,4.905614354440192
527,4.555977300357606
528,4.40301066360878
529,5.587126552556928
530,4.607930764601371
531,3.2452225157561387
532,2.6476138045765567
533,3.070424994304384
534,1.390580923262993
535,2.249935641261516
536,1.7611771953914697
537,3.056754417046739
538,0.5511432287369198
539,0.1543488078853671
540,-1.0629891049258084
541,-1.113631645378791
542,-0.029607769815298696
543,-0.6733050714866952
544,-0.6187165546506759
545,-0.5354415604499256
546,-0.18952344729007142
547,-1.4706313524850936
548,0.5009759113960695
549,1.5634466995023395
550,2.135795297257973
551,2.7651696805576416
552,3.0085537452547726
553,4.941916298934886
554,4.366438868095399
555,3.6860678761417427
556,2.6953267205560167
557,1.6239987058669765
558,0.554727177092506
559,0.054984428443086375
560,0.47330716110239784
561,1.2129408573796328
562,1.5214947444558682
563,0.9516605181349816
564,2.1615129785279485
565,2.9686230551233064
566,2.7152501366766284
567,2.0192839646765908
568,2.6638550925710724
569,2.8190576615429626
570,1.3071188698193223
571,1.477714839871053
572,1.9442076839712235
573,1.155671360689225
574,1.614380481388823
575,0.33668189985326924
576,2.105531619894786
577,3.4323752809752603
578,2.9933828904772435
579,3.258160650220868
580,0.6966065543768196
581,-0.09906241676387717
582,-0.7739664367993544
583,-1.4173397340669882
584,0.49786442944405646
585,2.895588074303239
586,1.6398557400132894
587,0.974421187925439
588,1.5149853186502815
589,3.323104403419846
590,1.9361092101959736
591,2.297923490463721
592,4.159637643184086
593,2.1759509663680014
594,0.9596915662485692
595,0.8441466465380173
596,0.6547289043750029
597,1.836384411253647
598,2.2107672488237555
599,0.49365173941687623
